GPS HOURS     MIN    SEC   MET (MIN)    LONG (decimal deg)       LAT (decimal deg)      ALT (ft) 
-------------------------------------------------------------------------------------------------
13	16	28	0.633267	-110.382833	40.190667	6561
13	17	52	2.033267	-110.375667	40.189500	8267
13	18	34	2.733267	-110.371167	40.188500	9133
13	19	16	3.433267	-110.366333	40.187500	10009
13	21	21	5.516600	-110.353667	40.186333	12653
13	22	3	6.216600	-110.350167	40.186500	13532
13	26	15	10.416600	-110.335000	40.193667	18968
13	26	57	11.116600	-110.332500	40.195833	19913
13	29	2	13.199933	-110.323833	40.202167	22764
13	29	44	13.899933	-110.319833	40.203167	23787
13	30	26	14.599933	-110.315333	40.204167	24834
13	31	8	15.299933	-110.309333	40.205833	25818
13	31	50	15.999933	-110.303833	40.207333	26773
13	32	32	16.699933	-110.298667	40.208500	27701
13	33	14	17.399933	-110.295000	40.210000	28676
13	34	37	18.783267	-110.288167	40.212500	30687
13	35	19	19.483267	-110.284667	40.213667	31677
13	36	1	20.183267	-110.280667	40.215167	32714
13	36	43	20.883267	-110.276000	40.216167	33784
13	37	25	21.583267	-110.270667	40.217833	34837
13	38	7	22.283267	-110.265333	40.219000	35844
13	39	31	23.683267	-110.249500	40.222167	37756
13	40	12	24.366600	-110.238000	40.224167	38675
13	40	54	25.066600	-110.226167	40.227167	39580
13	41	36	25.766600	-110.213667	40.229833	40463
13	43	0	27.166600	-110.189667	40.235500	42211
13	43	42	27.866600	-110.177167	40.238167	43002
13	44	24	28.566600	-110.166333	40.241833	43602
13	45	6	29.266600	-110.155333	40.246000	44163
13	46	29	30.649933	-110.130333	40.255167	45220
13	47	11	31.349933	-110.118667	40.259333	45673
13	47	53	32.049933	-110.105333	40.263167	46263
13	48	35	32.749933	-110.094333	40.264167	47050
13	49	59	34.149933	-110.081833	40.264000	48507
13	50	41	34.849933	-110.077500	40.264167	49091
13	52	5	36.249933	-110.068000	40.266000	50298
13	53	28	37.633267	-110.049667	40.269833	51633
13	54	10	38.333267	-110.041500	40.269333	52568
13	54	52	39.033267	-110.037833	40.269167	53441
13	55	34	39.733267	-110.033667	40.269167	53996
13	56	58	41.133267	-110.025500	40.270333	55226
13	57	40	41.833267	-110.023833	40.269667	56069
13	58	22	42.533267	-110.021667	40.270667	56653
13	59	4	43.233267	-110.020333	40.271500	57234
14	0	27	44.616600	-110.015167	40.271833	58644
14	1	9	45.316600	-110.014167	40.271000	59238
14	1	51	46.016600	-110.012667	40.272167	59822
14	2	33	46.716600	-110.010833	40.273500	60435
14	3	57	48.116600	-110.007833	40.273333	61626
14	4	39	48.816600	-110.006667	40.272167	62230
14	5	21	49.516600	-110.005500	40.270167	62807
14	6	2	50.199933	-110.005333	40.268500	63424
14	7	26	51.599933	-110.006500	40.267000	64674
14	8	8	52.299933	-110.005500	40.267333	65255
14	8	50	52.999933	-110.005167	40.266167	65832
14	9	32	53.699933	-110.006167	40.264667	66452
14	10	14	54.399933	-110.008500	40.263667	67049
14	10	56	55.099933	-110.009333	40.262833	67686
14	11	38	55.799933	-110.009667	40.261833	68339
14	12	20	56.499933	-110.012833	40.260167	68952
14	13	2	57.199933	-110.014833	40.260000	69542
14	13	44	57.899933	-110.015000	40.260167	70143
14	14	25	58.583267	-110.016000	40.259167	70789
